index , Longitude, Latitude,hour,DBSCAN,HAC,K-Means,Satellite Number
2327,193.3688688,4.86292731,9,0,0,1,29233
2328,229.2195344,-2.338627763,4,0,3,0,26378
2329,250.4139985,15.13499499,6,0,3,0,20040
2330,218.4455329,2.547111631,15,0,3,1,16482
2331,170.6952257,9.51974644,8,0,0,1,15629
2332,214.5111305,0.184613857,14,0,3,1,13636
2333,247.4242757,-0.145810603,16,0,3,0,41879
2334,238.0853619,2.061632383,4,0,3,0,26246
2335,196.858004,-2.975597593,5,0,3,1,22096
2336,232.3444103,13.60430984,6,0,3,0,6796
2337,194.0960304,-3.179901346,16,0,0,1,16339
2338,196.1970498,14.14325331,10,0,3,1,11153
2339,222.3932002,7.824041745,13,0,3,1,18877
2340,195.2738347,4.252704754,15,0,3,1,20391
2341,234.4693726,-3.14160934,14,0,3,0,21135
2342,156.6619293,11.91886381,16,0,0,1,14786
2343,183.7824632,6.340449456,4,0,0,1,33519
2344,157.8047855,1.166729313,14,0,0,1,30323
2345,219.0580562,5.692000602,12,0,3,1,29642
2346,188.2213177,13.92702957,4,0,0,1,10637
2347,235.1024148,0.038053821,7,0,3,0,33275
2348,214.1760293,-2.36176057,5,0,3,1,23598
2349,227.3620342,13.73133796,7,0,3,0,13983
2350,165.970886,0.05518753,16,0,0,1,38356
2351,149.6996386,13.1152306,11,0,0,1,19076
2352,162.1765548,8.242688697,16,0,0,1,20110
2353,244.7643365,2.42552726,9,0,3,0,17873
2354,206.1143256,6.398412807,14,0,3,1,16275
2355,159.2174003,1.228872512,7,0,0,1,14786
2356,250.772122,0.366050388,15,0,3,0,25949
2357,185.6417503,4.260736581,13,0,0,1,27566
2358,243.0215686,14.43295503,9,0,3,0,15824
2359,252.4622413,0.245733306,15,0,3,0,23846
2360,240.8947992,-0.012434365,14,0,3,0,28238
2361,203.5343734,-0.978272016,13,0,3,1,33513
2362,198.7277481,7.062932967,14,0,3,1,15235
2363,184.7427181,3.901249257,15,0,0,1,37751
2364,168.266268,9.378082078,8,0,0,1,15825
2365,219.9308473,14.26955747,6,0,3,1,13636
2366,230.3405208,3.91857379,11,0,3,0,7790
2367,155.0722078,15.46747373,14,0,0,1,22248
2368,224.9877474,-0.020335504,16,0,3,0,28154
2369,239.4481315,14.17303515,5,0,3,0,8620
2370,238.9617828,0.054765292,12,0,3,0,27854
2371,221.4203679,4.761377792,14,0,3,1,23864
2372,217.417695,-3.910249536,13,0,3,1,11862
2373,185.6761546,3.106113372,11,0,0,1,27566
2374,156.0466659,-0.040109134,7,0,0,1,27831
2375,226.1205616,0.454058319,11,0,3,0,41544
2376,205.1505695,9.106035758,12,0,3,1,21139
2377,221.8158208,5.242599743,11,0,3,1,23864
2378,182.918028,0.022767124,15,0,0,1,38978
2379,173.441657,9.361962132,6,0,0,1,11728
2380,252.0218956,4.796735123,12,0,3,0,22931
2381,253.9818845,-10.46573126,15,0,3,0,13631
2382,159.0143836,0.033865399,14,0,0,1,25924
2383,188.7806167,3.419287134,5,0,0,1,39070
2384,219.1463825,4.524570159,11,0,3,1,11862
2385,176.6804342,2.919715364,16,0,0,1,25473
2386,193.2677427,10.5098016,14,0,3,1,21639
2387,232.9614763,0.012232862,16,0,3,0,27954
2388,251.3757222,4.882083766,12,0,3,0,34265
2389,252.7319567,6.567026246,5,0,3,0,21989
2390,198.1990236,6.894521259,14,0,3,1,19931
2391,248.5863056,4.288322496,13,0,3,0,28218
2392,248.7035276,5.122541967,13,0,3,0,28218
2393,180.0125618,-0.023464966,4,0,0,1,37834
2394,163.5290354,8.164962787,16,0,0,1,26298
2395,243.4350621,4.775267014,13,0,3,0,22175
2396,213.2336123,12.68941558,9,0,3,1,17972
2397,177.4801355,2.40454036,14,0,0,1,39729
2398,192.4021445,12.2624258,13,0,0,1,22028
2399,224.437373,0.086823202,8,0,3,0,40278
2400,155.8656595,-1.859983388,9,0,0,1,32387
2401,253.5973433,6.598397232,6,0,3,0,5587
2402,198.0890454,12.79772428,12,0,3,1,13652
2403,242.9725356,14.63690099,9,0,3,0,15824
2404,175.0932444,-9.116625073,4,0,0,1,23880
2405,235.1183315,0.032001808,4,0,3,0,33275
2406,255.6861241,9.580598423,10,0,3,0,15677
2407,199.04913,-2.62799483,5,0,3,1,22253
2408,218.8470116,12.74073747,10,0,3,1,19883
2409,249.6108024,2.785651433,4,0,3,0,28218
2410,166.6034619,10.78699155,16,0,0,1,23656
2411,252.6587342,0.032341085,6,0,3,0,26624
2412,247.4373826,-4.963804692,16,0,3,0,2868
2413,150.0026387,-4.683847818,6,0,0,1,23723
2414,181.4763979,12.94911903,13,0,0,1,25611
2415,187.1529305,13.59103312,8,0,0,1,17065
2416,183.0780395,-0.011657287,4,0,0,1,33749
2417,204.0890387,4.306155956,9,0,3,1,33513
2418,244.7711145,0.020262722,13,0,3,0,29520
2419,243.7842272,13.43829051,5,0,3,0,13637
2420,244.8862474,0.047699447,9,0,3,0,37843
2421,235.5226071,12.5058265,7,0,3,0,12545
2422,179.3324158,-8.256616703,5,0,0,1,20402
2423,259.1297878,15.4223834,7,0,3,0,21792
2424,218.438846,1.681255778,16,0,3,1,21726
2425,154.7620963,-6.640801859,6,0,0,1,23768
2426,219.7530333,-1.184629406,6,0,3,1,25673
2427,160.0635091,-2.007560202,6,0,0,1,14786
2428,177.9910585,2.944045657,14,0,0,1,24674
2429,243.0504834,0.060472978,9,0,3,0,41589
2430,175.7669279,4.459217368,16,0,0,1,19090
2431,200.2992562,5.018453734,14,0,3,1,36359
2432,154.0231355,-0.00736715,9,0,0,1,41471
2433,248.9322861,0.034156699,5,0,3,0,28378
2434,240.223675,1.490128188,4,0,3,0,23943
2435,245.1582408,3.238156488,7,0,3,0,3431
2436,242.4819518,8.859369954,8,0,3,0,21940
2437,200.456957,22.27743394,5,0,3,1,24282
2438,207.9893074,-0.31252066,7,0,3,1,40896
2439,201.2090547,15.89489415,9,0,3,1,15219
2440,244.9814709,2.754181755,9,0,3,0,31577
2441,199.2241755,21.36540644,5,0,3,1,41590
2442,243.8894808,0.043645216,6,0,3,0,39360
2443,225.0389858,0.002309609,5,0,3,0,26495
2444,246.9578228,0.001229,15,0,3,0,29162
2445,152.0316445,0.019057716,11,0,0,1,32252
2446,231.1386013,0.034101015,8,0,3,0,33453
2447,179.4444679,-9.289906765,5,0,0,1,20402
2448,165.1153773,10.69447581,10,0,0,1,23656
2449,244.7696422,0.019013254,8,0,3,0,29520
2450,207.8784592,-0.113318953,8,0,3,1,40896
2451,231.8508481,9.270006547,7,0,3,0,39173
2452,248.8397167,0.014386826,4,0,3,0,29643
2453,180.8611625,8.622199413,8,0,0,1,7229
2454,233.1136089,-23.18294684,14,0,3,0,24282
2455,218.0808793,11.32542614,7,0,3,1,16482
2456,149.7967658,15.88527212,10,0,0,1,10002
2457,165.5289043,-7.416441675,4,0,0,1,15873
2458,247.4697156,-3.256561257,16,0,3,0,28218
2459,255.5258238,-0.02660254,8,0,3,0,35491
2460,151.5130185,0.890283937,9,0,0,1,20918
2461,252.1434021,8.180757341,12,0,3,0,26738
2462,238.9439026,-4.367023701,12,0,3,0,38694
2463,152.5109035,14.10667857,12,0,0,1,18634
2464,187.0314258,8.310239622,14,0,0,1,17065
2465,229.0707534,-16.17515155,17,0,3,0,11147
2466,161.2552473,-0.259968936,6,0,0,1,17611
2467,193.0798845,13.25114308,13,0,0,1,21639
2468,197.0239104,14.98170059,11,0,3,1,16101
2469,179.3174587,2.273350979,11,0,0,1,37751
2470,156.0510763,-0.014867073,6,0,0,1,35756
2471,218.7108264,14.04739869,10,0,3,1,23429
2472,211.9060537,0.951440244,7,0,3,1,24313
2473,189.4617669,-4.788673398,5,0,0,1,22117
2474,169.021477,0.014947798,7,0,0,1,25371
2475,198.4777288,-1.269820655,7,0,3,1,36359
2476,235.1001995,0.037074909,7,0,3,0,33275
2477,201.5808169,2.324320441,7,0,3,1,21894
2478,209.1327264,14.48782448,9,0,3,1,21140
2479,214.7051078,-0.99246036,14,0,3,1,17972
2480,207.6250508,20.25845182,6,0,3,1,24282
2481,191.8539992,12.91950514,10,0,0,1,21639
2482,238.0744908,8.741753889,10,0,3,0,16870
2483,205.9452932,1.179961494,12,0,3,1,3292
2484,198.7001258,6.534031868,7,0,3,1,19919
2485,245.0747128,12.7994387,8,0,3,0,14248
2486,221.2692931,-0.814645758,11,0,3,1,38698
2487,198.5228181,-0.642800809,4,0,3,1,3292
2488,198.0840154,11.6493619,13,0,3,1,23775
2489,222.2021285,9.029472816,4,0,3,1,15560
2490,179.7712189,-0.022294003,5,0,0,1,32258
2491,231.1123007,-0.01261426,16,0,3,0,33453
2492,194.0742266,6.892443494,15,0,3,1,29233
2493,162.4090763,1.099853125,9,0,0,1,23413
2494,209.7155961,7.44451145,6,0,3,1,21140
2495,203.8805993,12.99828264,6,0,3,1,8476
2496,179.3492958,16.46719588,10,0,0,1,19090
2497,179.5254104,-10.49593187,4,0,0,1,20402
2498,234.9580649,0.016561745,13,0,3,0,28790
2499,183.0673131,0.033712985,9,0,0,1,33749
2500,250.7352005,11.9223805,8,0,3,0,21989
2501,253.1629655,0.936133952,4,0,3,0,22931
2502,239.720378,13.1446032,8,0,3,0,25900
2503,252.6621679,0.022602564,5,0,3,0,26624
2504,185.1638608,9.788924703,11,0,0,1,12003
2505,214.4020091,8.128973946,11,0,3,1,17972
2506,193.2669348,10.44629002,14,0,3,1,21639
2507,222.4387583,2.012648229,7,0,3,1,23864
2508,241.2599551,0.002369147,14,0,3,0,31102
2509,237.1349652,3.623744636,7,0,3,0,25126
2510,250.8111763,0.071702,6,0,3,0,25949
2511,248.0100009,-12.90486241,15,0,3,0,5775
2512,255.3198408,4.901074159,12,0,3,0,15677
2513,190.1154371,12.8440258,7,0,0,1,17705
2514,157.0806966,-11.02717045,4,0,0,1,17706
2515,252.8985191,0.040275798,5,0,3,0,38551
2516,201.3245493,15.11335141,7,0,3,1,15219
2517,239.2511262,13.98911108,10,0,3,0,19876
2518,162.2909707,-6.020695625,6,0,0,1,29516
2519,185.6786136,12.58363188,8,0,0,1,18446
2520,210.4440072,12.61618947,8,0,3,1,19772
2521,233.0081373,0.005637889,5,0,3,0,27954
2522,198.62546,4.389158759,12,0,3,1,36359
2523,251.6575846,0.139187825,5,0,3,0,34265
2524,252.6620032,0.023096746,5,0,3,0,26624
2525,194.8665309,10.54147633,5,0,3,1,11941
2526,243.510081,11.3916894,8,0,3,0,11147
2527,183.0754259,0.018123928,7,0,0,1,33749
2528,194.3785949,11.79566535,6,0,3,1,11144
2529,255.5182893,-0.051805764,9,0,3,0,35491
2530,229.1332104,-15.9720848,16,0,3,0,11147
2531,225.3143892,-0.11172555,16,0,3,0,36411
2532,195.1195702,10.2247952,13,0,3,1,22096
2533,155.3521941,1.057584624,11,0,0,1,32387
2534,170.0955747,10.26680522,11,0,0,1,6974
2535,239.9600449,9.777980135,12,0,3,0,25900
2536,257.5791314,19.3318373,15,0,3,0,25869
2537,199.2687499,11.72108832,13,0,3,1,15235
2538,240.3324965,-5.994874751,16,0,3,0,38694
2539,230.2565272,0.831954355,7,0,3,0,858
2540,201.9509116,9.870899122,11,0,3,1,23589
2541,184.0819614,11.96272796,7,0,0,1,33519
2542,230.8046924,1.193097913,12,0,3,0,24315
2543,243.0989297,11.77195226,8,0,3,0,13643
2544,255.2716283,7.04903656,16,0,3,0,8747
2545,168.3002824,0.867093161,16,0,0,1,3287
2546,238.954893,0.041256929,14,0,3,0,27854
2547,204.7967159,11.87432042,7,0,3,1,16275
2548,187.4851792,9.641583618,13,0,0,1,18446
2549,191.225431,1.332822971,6,0,0,1,40989
2550,173.9679878,13.88660556,13,0,0,1,23880
2551,228.9743284,0.027446628,11,0,3,0,28252
2552,247.4537622,2.811066621,14,0,3,0,25516
2553,248.5306477,1.9341944,6,0,3,0,25516
2554,203.8871212,1.385537401,16,0,3,1,23013
2555,253.6422205,-12.76835989,15,0,3,0,19483
2556,252.6652887,0.021570372,13,0,3,0,28868
2557,212.4856927,6.151611211,13,0,3,1,23598
2558,223.0473669,-1.709089296,14,0,3,1,15560
2559,167.0532108,-1.537708119,12,0,0,1,37951
2560,239.2744714,15.13954469,9,0,3,0,19876
2561,249.1027823,9.75860809,9,0,3,0,28218
2562,243.6592242,7.243869427,12,0,3,0,22175
2563,185.999681,-4.369194856,4,0,0,1,27566
2564,219.1930546,9.309878452,9,0,3,1,21726
2565,217.0238546,4.190563632,6,0,3,1,21814
2566,211.7978531,3.499173786,8,0,3,1,24313
2567,195.6077887,14.43136101,8,0,3,1,11153
2568,242.5216033,8.711253955,7,0,3,0,21940
2569,184.2838154,13.08115906,8,0,0,1,12003
2570,198.3077122,-3.213673884,4,0,3,1,23775
2571,188.4763084,-0.590541377,11,0,0,1,39173
2572,153.1513753,-9.881481984,5,0,0,1,18350
2573,202.9558229,-8.140458595,16,0,3,1,8476
2574,255.0160953,0.032676155,11,0,3,0,29644
2575,245.2317959,4.497327444,7,0,3,0,3431
2576,250.8277799,2.441638719,12,0,3,0,20122
2577,210.3848163,8.467892447,5,0,3,1,20926
2578,237.491441,12.42550401,8,0,3,0,19688
2579,161.5649831,-3.698202967,16,0,0,1,30798
2580,220.8802928,0.452367937,10,0,3,1,40278
2581,177.5813737,0.796435777,8,0,0,1,20402
2582,178.756259,14.74425508,13,0,0,1,19090
2583,188.8454419,5.618293016,8,0,0,1,39070
2584,234.1821615,-12.05241378,15,0,3,0,12545
2585,241.4805157,5.989586302,12,0,3,0,21940
2586,186.3464624,14.35769677,10,0,0,1,21129
2587,206.259265,8.713162508,6,0,3,1,18351
2588,199.4669219,-2.080938819,6,0,3,1,26720
2589,173.1545219,11.03936555,6,0,0,1,11728
2590,237.3414495,8.771024976,10,0,3,0,24748
2591,254.4716658,-11.29010429,16,0,3,0,14158
2592,248.0482549,4.982734197,13,0,3,0,20706
2593,246.4391457,-12.38723065,16,0,3,0,20394
2594,166.7558085,-9.52220332,4,0,0,1,23656
2595,244.6937133,8.38584002,10,0,3,0,14248
2596,218.1805117,4.473243296,15,0,3,1,29642
2597,188.7716067,4.839980086,6,0,0,1,39070
2598,154.0231721,-0.007209887,9,0,0,1,41471
2599,247.043103,6.279449372,6,0,3,0,40946
2600,193.1366266,3.646378814,13,0,0,1,11941
2601,236.9940021,1.652481843,15,0,3,0,26246
2602,150.2090647,10.69981013,13,0,0,1,20918
2603,160.0687452,0.000850339,9,0,0,1,37210
2604,214.0803969,18.05999693,12,0,3,1,40883
2605,218.859988,12.11511864,11,0,3,1,19883
2606,160.0820076,10.3943513,17,0,0,1,15642
2607,224.8218766,0.042237539,10,0,3,0,39222
2608,226.8446457,-22.37394892,15,0,3,0,24282
2609,191.0048471,10.93455159,12,0,0,1,11144
2610,168.9646952,0.010382833,16,0,0,1,25371
2611,251.6794191,-0.109608368,5,0,3,0,34265
2612,220.7677863,-0.274398178,15,0,3,1,18877
2613,242.1237403,2.300752996,9,0,3,0,2645
2614,184.1259375,10.343727,10,0,0,1,33519
2615,193.0069642,-1.412869589,10,0,0,1,9998
2616,241.7759918,6.344016788,4,0,3,0,25000
2617,245.0681912,7.073479497,8,0,3,0,17873
2618,219.0297301,4.234434114,4,0,3,1,38698
2619,159.0271429,0.013547818,9,0,0,1,25924
2620,211.5403437,13.30593581,6,0,3,1,14333
2621,163.029188,-0.847782409,7,0,0,1,41838
2622,179.5822897,0.025722523,16,0,0,1,40882
2623,256.9993718,8.643441651,10,0,3,0,23553
2624,255.3727551,-0.180816472,15,0,3,0,41879
2625,217.9242861,-1.467980534,13,0,3,1,11862
2626,159.4764376,13.9552651,12,0,0,1,20110
2627,207.534001,-1.959868302,4,0,3,1,23524
2628,182.191851,5.593128727,6,0,0,1,19090
2629,230.9128312,-11.42108187,15,0,3,0,11147
2630,171.4373164,7.281328859,13,0,0,1,25258
2631,251.7689221,2.877193732,14,0,3,0,22931
2632,241.1731568,-3.680866211,14,0,3,0,13637
2633,182.9273752,-0.020796846,7,0,0,1,38978
2634,165.8784052,-2.461788369,15,0,0,1,30797
2635,241.5517557,-10.53028862,15,0,3,0,14248
2636,191.942602,11.27818151,12,0,0,1,17705
2637,248.7455688,-0.865634455,10,0,3,0,5775
2638,153.4805277,13.68272143,13,0,0,1,18634
2639,195.1138653,10.25883782,13,0,3,1,22096
2640,206.4334503,11.54070769,12,0,3,1,16275
2641,157.9080114,-3.274559622,10,0,0,1,29516
2642,254.7631532,-0.290361976,14,0,3,0,23696
2643,247.5134159,9.804689505,7,0,3,0,26936
2644,157.2681861,1.773336037,16,0,0,1,30323
2645,198.4118357,13.30013516,8,0,3,1,19931
2646,197.6665436,6.952364707,15,0,3,1,22253
2647,164.0344199,0.051931386,8,0,0,1,40146
2648,255.0260997,-0.012122653,16,0,3,0,29644
2649,205.8962535,12.61735452,7,0,3,1,18351
2650,241.522906,7.39896317,10,0,3,0,22266
2651,255.396367,14.54133742,5,0,3,0,11145
2652,214.041924,2.617448357,8,0,3,1,24931
2653,250.4241539,3.07377501,11,0,3,0,20040
2654,184.6149216,3.613901028,6,0,0,1,21641
2655,224.5529253,1.022989272,9,0,3,0,3291
2656,237.2141411,3.302915476,14,0,3,0,26246
2657,244.7327064,15.26212628,6,0,3,0,14248
2658,254.7292898,-2.494912385,15,0,3,0,23670
2659,191.8605511,5.455785466,7,0,0,1,21639
2660,156.4826343,-0.467126315,9,0,0,1,23200
2661,242.2724275,-4.772985192,16,0,3,0,22175
2662,225.83955,-5.91780375,14,0,3,0,41894
2663,254.9284891,-0.011751699,14,0,3,0,28446
2664,217.6982121,-1.507496116,12,0,3,1,11569
2665,254.9651569,-2.09893695,9,0,3,0,3029
2666,142.9145185,24.51057642,7,-1,0,1,40385
2667,179.7746379,0.010583365,8,0,0,1,32258
2668,253.5512325,-7.470342987,16,0,3,0,22796
2669,231.7373529,-23.10662173,14,0,3,0,24282
2670,152.7628311,-5.272290801,6,0,0,1,25331
2671,156.0538931,-0.003821453,7,0,0,1,35756
2672,183.0776567,-0.014351242,4,0,0,1,33749
2673,168.51543,4.634751356,13,0,0,1,6974
2674,176.0490209,14.0518379,9,0,0,1,10855
2675,188.7259308,12.39071698,12,0,0,1,13878
2676,171.8438947,2.173699209,15,0,0,1,2652
2677,254.932591,-0.02732968,16,0,3,0,28446
2678,176.9864893,-2.207994487,5,0,0,1,37737
2679,156.5235876,-4.876824339,5,0,0,1,32387
2680,253.9982679,-11.50452819,15,0,3,0,13631
2681,149.7776337,15.81345217,10,0,0,1,10002
2682,244.7711115,0.020374627,13,0,3,0,29520
2683,188.7796739,5.124072936,6,0,0,1,39070
2684,180.9424536,9.785947777,7,0,0,1,19090
2685,196.451915,9.486925142,7,0,3,1,16101
2686,183.0568463,0.040173509,11,0,0,1,33749
2687,220.9556349,0.019259292,14,0,3,1,26639
2688,190.9474117,4.036808714,16,0,0,1,24846
2689,179.5700014,0.033089994,9,0,0,1,40882
2690,240.2132223,-1.631214072,11,0,3,0,25000
2691,232.4769681,14.73330153,6,0,3,0,18631
2692,189.9832076,7.796852958,13,0,0,1,11144
2693,150.1910441,-3.078351941,8,0,0,1,25067
2694,212.2340623,5.162432414,15,0,3,1,23598
2695,241.2649449,0.029272456,12,0,3,0,31102
2696,225.5566779,0.610504712,9,0,3,0,2639
2697,198.2087181,4.203167268,16,0,3,1,24880
2698,250.7766958,0.559201172,10,0,3,0,25949
2699,205.9647091,11.40935879,7,0,3,1,18351
2700,161.3413732,0.677946935,10,0,0,1,3287
2701,216.7727038,4.999032993,6,0,3,1,21814
2702,153.9895505,-0.036396845,4,0,0,1,41471
2703,223.0207433,14.75742013,10,0,3,1,18877
2704,203.8034181,-5.018499799,3,0,3,1,25049
2705,219.4340136,-3.298594814,13,0,3,1,38702
2706,211.6767194,3.658679018,4,0,3,1,13431
2707,189.9105444,-6.618358941,4,0,0,1,22117
2708,224.8236396,0.016846278,14,0,3,0,39222
2709,175.2364233,13.0985242,10,0,0,1,15487
2710,168.6555485,-2.47715454,15,0,0,1,30797
2711,244.9284474,4.464045844,9,0,3,0,17873
2712,178.5437257,13.41859751,8,0,0,1,14160
2713,222.0749418,-5.543992633,16,0,3,1,38700
2714,201.7031634,7.548517961,14,0,3,1,23589
2715,239.8044812,8.422034993,9,0,3,0,28234
2716,241.1981175,0.02973511,8,0,3,0,27378
2717,248.8276376,0.035243482,7,0,3,0,29643
2718,175.0341835,-0.004295383,7,0,0,1,40746
2719,169.5773761,-2.184419059,5,0,0,1,27951
2720,201.8727722,5.76561513,9,0,3,1,21964
2721,157.4637218,-10.0347807,4,0,0,1,23200
2722,204.9982492,8.685191862,13,0,3,1,21139
2723,253.0196071,1.795340648,5,0,3,0,22931
2724,234.9554335,-23.15336508,13,0,3,0,24282
2725,181.6921361,14.66681538,9,0,0,1,10975
2726,203.8200984,12.15475707,6,0,3,1,8476
2727,244.7683633,0.009021288,6,0,3,0,29520
2728,211.5232722,14.47647216,6,0,3,1,14333
2729,224.9798754,0.024759062,15,0,3,0,26495
2730,236.93623,4.915042304,14,0,3,0,25126
2731,229.8319543,0.002362149,13,0,3,0,3291
2732,169.0174311,0.020656145,8,0,0,1,25371
2733,200.4148817,8.470263308,9,0,3,1,21894
2734,233.904555,7.667570456,11,0,3,0,18631
2735,253.86273,1.367311241,8,0,3,0,3947
2736,253.9840847,-10.20157216,15,0,3,0,13631
2737,173.4557256,-3.976448441,6,0,0,1,22984
2738,163.762242,13.06386514,10,0,0,1,15873
2739,168.8373562,14.8752747,11,0,0,1,15825
2740,200.1285986,10.01249733,14,0,3,1,21894
2741,202.3911701,0.233276195,6,0,3,1,21964
2742,198.5226641,7.867092855,7,0,3,1,19919
2743,234.2916557,12.96900727,4,0,3,0,12545
2744,159.7173997,0.238880455,8,0,0,1,3287
2745,260.5984816,27.13190866,16,0,3,0,36395
2746,198.7623949,-0.588054326,4,0,3,1,3292
2747,224.8216012,-0.010852773,16,0,3,0,39222
2748,254.6795408,5.533919339,9,0,3,0,11145
2749,219.24205,0.747950911,14,0,3,1,40278
2750,159.980355,0.038443599,16,0,0,1,29495
2751,163.3202678,-4.114047293,7,0,0,1,23413
2752,202.3906638,-1.296985321,5,0,3,1,25897
2753,254.1257207,-13.04850102,16,0,3,0,13631
2754,221.0877005,0.928396662,6,0,3,1,3291
2755,241.2651215,0.029663571,12,0,3,0,31102
2756,246.480533,-0.57746841,4,0,3,0,29676
2757,183.0686919,0.031983703,9,0,0,1,33749
2758,164.4561832,-3.824901308,13,0,0,1,39173
2759,255.8606415,-0.230362296,16,0,3,0,28137
2760,252.6574652,4.169939533,4,0,3,0,26738
2761,227.5720803,4.935765521,11,0,3,0,13983
2762,234.9610264,0.026121748,12,0,3,0,28790
2763,252.865737,0.019884083,12,0,3,0,38551
2764,258.7992592,15.0824373,5,0,3,0,16497
2765,226.5339101,9.29634575,8,0,3,0,20799
2766,165.3613963,8.320151202,16,0,0,1,15873
2767,197.8989911,5.354877339,16,0,3,1,23775
2768,153.0380759,-6.572723389,4,0,0,1,25331
2769,224.98917,0.047514353,12,0,3,0,26495
2770,202.3649386,-1.06629593,5,0,3,1,25897
2771,245.7789294,-5.534625689,15,0,3,0,2868
2772,195.0771822,9.843946882,11,0,3,1,22096
2773,153.735408,1.247509651,14,0,0,1,29516
2774,251.9654952,9.956534766,11,0,3,0,26738
2775,185.0198377,11.86659694,10,0,0,1,12003
2776,238.6037897,9.230362157,12,0,3,0,19876
2777,254.9476076,-4.975302063,13,0,3,0,3029
2778,163.8561227,13.71405757,11,0,0,1,15873
2779,192.7527098,-6.501390296,4,0,0,1,29233
2780,183.0507785,0.039351779,12,0,0,1,33749
2781,180.0170976,-0.002337616,6,0,0,1,37834
2782,205.4077207,10.69359528,7,0,3,1,23013
2783,222.3666867,-2.340807148,12,0,3,1,38698
2784,167.0729492,-1.077683596,10,0,0,1,37951
2785,188.5674709,-1.737326423,15,0,0,1,39070
2786,192.4010038,12.2696433,13,0,0,1,22028
2787,253.1217857,8.984618565,15,0,3,0,8746
2788,179.7753337,0.020000926,9,0,0,1,32258
2789,205.2453133,8.034696349,14,0,3,1,23524
2790,176.943734,3.491080426,12,0,0,1,3428
2791,220.3182852,12.72290811,5,0,3,1,13636
2792,219.4281719,6.897650425,7,0,3,1,21726
2793,162.0025404,0.016570552,7,0,0,1,41729
2794,176.5393859,2.885640503,17,0,0,1,25473
2795,188.6848476,12.25529029,12,0,0,1,13878
2796,195.7449633,14.61369213,9,0,3,1,11153
2797,207.7952477,0.897427983,16,0,3,1,40896
2798,160.7568606,9.861008185,16,0,0,1,23413
2799,239.4057377,4.021672423,14,0,3,0,28234
2800,220.2750486,2.749006514,4,0,3,1,19883
2801,194.7669539,5.38098089,16,0,3,1,22096
2802,194.6903552,13.99977008,8,0,3,1,11941
2803,256.4988492,-13.02844078,15,0,3,0,16497
2804,222.0561229,4.123922288,9,0,3,1,23864
2805,152.4313203,-3.392132772,8,0,0,1,25331
2806,243.0470515,6.298246786,6,0,3,0,21940
2807,171.8123501,3.458469163,7,0,0,1,15629
2808,229.5564473,0.077900299,13,0,3,0,3291
2809,237.4759799,12.17265855,8,0,3,0,19688
2810,153.9979142,-0.03577857,5,0,0,1,41471
2811,165.1231983,9.40011551,10,0,0,1,23656
2812,214.1573946,-2.249936662,5,0,3,1,23598
2813,206.3620377,4.130551266,5,0,3,1,23013
2814,247.9400428,4.471754922,13,0,3,0,21989
2815,178.8633808,9.780082716,6,0,0,1,14160
2816,219.791612,4.292289378,6,0,3,1,21726
2817,188.6385433,-0.353532541,14,0,0,1,39070
2818,255.0516968,0.534508838,7,0,3,0,3029
2819,155.9887377,0.006679839,15,0,0,1,27831
2820,214.827183,10.83647257,10,0,3,1,21814
2821,249.7953388,-0.001229556,12,0,3,0,28935
2822,200.3442171,5.841612887,12,0,3,1,11684
2823,203.242979,-0.656272398,7,0,3,1,25049
2824,174.6686328,-3.456713293,6,0,0,1,23880
2825,198.5999104,6.271870344,15,0,3,1,15235
2826,227.0232356,0.024750483,5,0,3,0,28884
2827,248.893513,2.984392808,4,0,3,0,26936
2828,178.0041214,2.11687782,13,0,0,1,24674
2829,243.8947863,0.025588399,13,0,3,0,39360
2830,211.8623328,1.816857605,7,0,3,1,24313
2831,240.9379561,2.821834803,8,0,3,0,25000
2832,214.6677147,0.651699699,14,0,3,1,13636
2833,220.7244915,-1.45521626,4,0,3,1,21726
2834,150.5770354,10.65745429,9,0,0,1,18634
2835,248.9190225,-1.317116629,13,0,3,0,35496
2836,170.4148125,13.93891407,11,0,0,1,22984
2837,251.8165322,10.76951702,10,0,3,0,26738
2838,178.711365,11.00055175,7,0,0,1,14160
2839,249.4962356,4.664898635,9,0,3,0,5775
2840,225.2738164,1.747890854,8,0,3,0,2207
2841,215.4205497,2.906450479,13,0,3,1,13636
2842,169.8245509,1.458680512,13,0,0,1,27951
2843,239.7781393,8.120384744,11,0,3,0,28234
2844,171.3174058,13.38243429,14,0,0,1,13269
2845,182.9180565,0.025257706,16,0,0,1,38978
2846,248.677411,7.023520497,12,0,3,0,21989
2847,194.195849,14.06409504,9,0,3,1,20391
2848,255.017404,0.036908986,11,0,3,0,29644
2849,247.832907,-3.241413468,13,0,3,0,20394
2850,197.2527241,12.89130501,13,0,3,1,16101
2851,218.0740309,6.805477505,6,0,3,1,38702
2852,192.1860718,12.67705104,12,0,0,1,22028
2853,201.0426763,20.89867271,5,0,3,1,41590
2854,233.7138266,-12.74010441,16,0,3,0,16870
2855,205.4335344,15.12007215,9,0,3,1,16275
2856,177.2495895,2.351090514,16,0,0,1,39729
2857,196.9840071,-3.789087313,5,0,3,1,22096
2858,239.1573435,-8.389060858,9,0,3,0,24282
2859,205.0855824,14.43680467,9,0,3,1,16275
