index , Longitude, Latitude,hour,DBSCAN,HAC,K-Means,Satellite Number
19379,135.0298141,9.760360222,12,0,0,1,22269
19380,125.5360339,-4.324299098,9,0,0,1,21222
19381,131.8576269,-39.0393617,11,-1,0,1,37158
19382,114.8657183,10.02547155,17,0,0,1,16732
19383,136.4732091,2.292776502,17,0,0,1,2650
19384,112.1861098,4.3692324,10,0,0,1,18331
19385,119.9116005,0.028213641,17,0,0,1,40141
19386,148.4390583,-3.828412848,17,0,0,1,37158
19387,115.5097151,0.03889677,18,0,0,1,31800
19388,175.3119219,11.46751794,12,0,0,1,20402
19389,138.8409676,12.75748585,15,0,0,1,25353
19390,166.1728402,4.975855202,18,0,0,1,23656
19391,170.1901518,13.45869217,10,0,0,1,13269
19392,159.9975676,0.027866039,14,0,0,1,29495
19393,193.9144195,2.836199286,18,0,0,1,29233
19394,119.4972769,0.033224831,14,0,0,1,28786
19395,140.2278682,0.040943164,15,0,0,1,40940
19396,188.6214347,-0.659202285,15,0,0,1,39070
19397,201.8870403,3.17141692,17,0,3,1,25897
19398,197.869396,-10.50093899,17,0,3,1,11684
19399,143.9664068,0.029571954,11,0,0,1,33274
19400,179.8480034,11.18337554,12,0,0,1,17875
19401,110.0770807,0.009019975,14,0,0,1,26559
19402,118.0090795,14.50496374,15,0,0,1,22557
19403,141.3782469,9.44211159,10,0,0,1,20923
19404,122.5156256,-54.01331924,16,-1,0,1,36828
19405,139.2998998,4.83141272,11,0,0,1,25353
19406,185.4702328,14.34811983,13,0,0,1,21641
19407,176.3598648,8.188110537,13,0,0,1,10855
19408,119.9379504,1.425539167,18,0,0,1,9852
19409,197.6664462,3.270457394,16,0,3,1,26720
19410,103.2935886,-1.070834777,13,0,0,1,28082
19411,171.1470889,14.69764247,13,0,0,1,13269
19412,140.0229932,1.223117209,17,0,0,1,36287
19413,96.94870231,-3.995454118,12,0,0,1,23537
19414,116.11213,0.033880291,18,0,0,1,25894
19415,148.1274088,10.50546239,14,0,0,1,6437
19416,98.03867709,-0.008723447,13,0,0,1,39157
19417,149.6625941,10.11294607,17,0,0,1,14985
19418,198.0303994,3.093194609,15,0,3,1,15235
19419,162.0242029,0.036859992,12,0,0,1,41729
19420,157.0658193,-2.410906574,11,0,0,1,29516
19421,157.8628568,4.116499589,17,0,0,1,25404
19422,107.0283565,5.267245081,14,0,0,1,20667
19423,159.974456,0.038247373,18,0,0,1,29495
19424,164.0048857,-0.007841692,15,0,0,1,40146
19425,96.60995823,2.282489639,13,0,0,1,23319
19426,143.9658533,0.030939014,11,0,0,1,33274
19427,107.5991911,8.189757405,17,0,0,1,14115
19428,137.942667,5.633332751,12,0,0,1,25134
19429,99.24832799,3.988645748,14,0,0,1,26939
19430,128.0104189,0.026360958,14,0,0,1,29272
19431,176.162182,11.77699391,12,0,0,1,15487
19432,154.9921177,7.530105433,10,0,0,1,17706
19433,155.0269477,-0.181910286,13,0,0,1,29516
19434,171.4779948,14.19310498,13,0,0,1,20107
19435,184.0325289,-3.864821558,15,0,0,1,12003
19436,125.2862384,8.099698661,17,0,0,1,12850
19437,104.9460434,-1.262042266,13,0,0,1,25913
19438,114.4897905,13.69710975,13,0,0,1,13056
19439,160.0654057,0.03098551,9,0,0,1,37210
19440,110.0770951,0.016415018,15,0,0,1,26559
19441,111.8325808,6.568902882,10,0,0,1,16732
19442,183.7253119,-4.993911023,18,0,0,1,21641
19443,103.455355,0.002479231,18,0,0,1,41021
19444,111.1782823,7.318001609,12,0,0,1,13984
19445,177.2123055,4.810788871,14,0,0,1,15487
19446,114.3615678,14.23821615,17,0,0,1,19765
19447,162.4576178,4.088803141,17,0,0,1,20110
19448,144.6035873,1.310391865,12,0,0,1,41586
19449,175.37092,-7.840137008,18,0,0,1,14160
19450,117.282446,-0.836643082,9,0,0,1,37950
19451,109.9845286,-51.32038932,15,-1,0,1,36828
19452,105.0640379,-1.332232527,10,0,0,1,26107
19453,150.4050318,0.039284478,14,0,0,1,41591
19454,140.11855,2.75650396,18,0,0,1,15141
19455,128.0200973,0.019936774,11,0,0,1,29272
19456,192.4265615,7.782668718,14,0,0,1,13083
19457,122.0800511,0.033155872,15,0,0,1,27718
19458,161.9759513,0.043713616,14,0,0,1,26095
19459,105.0237909,-19.25537242,14,0,0,1,41434
19460,135.9400197,4.146252129,17,0,0,1,27461
19461,140.2454266,0.036202708,12,0,0,1,40940
19462,192.6393422,10.93225262,13,0,3,1,13083
19463,187.7473631,9.354435523,14,0,0,1,21129
19464,179.9693986,-0.000591164,18,0,0,1,37834
19465,153.8292165,7.007182259,18,0,0,1,23768
19466,190.3290099,7.471036522,16,0,0,1,23176
19467,137.7306348,9.68915879,11,0,0,1,22883
19468,157.4674257,0.713145163,18,0,0,1,20083
19469,180.0206847,6.137022847,14,0,0,1,17875
19470,158.2450416,0.588483255,13,0,0,1,30323
19471,125.5469029,12.78514232,11,0,0,1,12850
19472,163.1330668,0.243050673,13,0,0,1,41838
19473,95.16014747,0.08366888,18,0,0,1,30794
19474,189.8406053,3.360680937,18,0,0,1,23176
19475,131.8399233,0.010398691,18,0,0,1,38332
19476,166.3002168,-2.611828079,16,0,0,1,6974
19477,168.3964182,11.28258244,15,0,0,1,15561
19478,180.9526652,6.416032228,10,0,0,1,7229
19479,133.6877116,-0.686406278,10,0,0,1,41548
19480,98.1437241,-3.378016833,11,0,0,1,24769
19481,173.8763547,12.39983797,9,0,0,1,15487
19482,127.9322266,0.067103362,18,0,0,1,35755
19483,114.2153179,3.825155675,13,0,0,1,20946
19484,144.4181486,14.5429378,14,0,0,1,14128
19485,163.0980187,-0.222427272,11,0,0,1,41838
19486,144.6154076,1.517187281,10,0,0,1,41586
19487,185.7963917,1.094048634,9,0,0,1,27566
19488,129.6617796,1.703410518,13,0,0,1,41469
19489,179.5813469,0.03619533,15,0,0,1,40882
19490,106.9715886,-0.908794598,11,0,0,1,2655
19491,112.933965,3.077096614,16,0,0,1,25666
19492,111.7740991,0.352953644,15,0,0,1,38049
19493,194.5591231,-6.684398072,18,0,3,1,16101
19494,110.4894807,0.017465573,17,0,0,1,37677
19495,114.9646821,11.46883013,17,0,0,1,18331
19496,149.8270954,15.96791265,11,0,0,1,10002
19497,197.7019309,7.573022493,11,0,3,1,22253
19498,111.3698681,0.117005555,12,0,0,1,26382
19499,195.2590398,7.346071208,10,0,3,1,22096
19500,145.4359447,1.37396181,12,0,0,1,27441
19501,138.730431,11.4499453,13,0,0,1,25353
19502,106.6963843,-1.015918916,10,0,0,1,21824
19503,179.5187615,15.66942741,9,0,0,1,19090
19504,159.2096365,-0.741932192,10,0,0,1,30323
19505,149.7545586,15.71414322,10,0,0,1,10002
19506,187.2670342,15.41921394,9,0,0,1,17065
19507,135.9616651,0.123749764,18,0,0,1,27399
19508,105.3806987,3.061301477,13,0,0,1,26477
19509,159.9995141,0.608062344,12,0,0,1,37210
19510,177.8459311,1.863712418,17,0,0,1,39729
19511,189.9277798,11.08119691,12,0,0,1,8774
19512,128.4788391,-0.014023214,13,0,0,1,41034
19513,163.6029426,6.441149867,18,0,0,1,26298
19514,111.7778931,12.7616598,16,0,0,1,15181
19515,169.8820793,1.91459932,15,0,0,1,27951
19516,195.6283639,-0.017246905,17,0,3,1,16101
19517,119.524489,8.351683979,9,0,0,1,9852
19518,128.0088894,0.0264228,14,0,0,1,29272
19519,131.957707,0.02668691,13,0,0,1,32767
19520,100.9863714,1.281664239,10,0,0,1,16526
19521,131.9637145,0.011749811,11,0,0,1,32767
19522,157.3597372,16.58847579,11,0,0,1,17611
19523,190.8384734,3.78553576,17,0,0,1,24846
19524,117.3139516,-0.06503463,15,0,0,1,37950
19525,124.1658679,6.319074577,16,0,0,1,23227
19526,140.0246927,0.017885784,14,0,0,1,39487
19527,113.0439945,0.042758248,17,0,0,1,29349
19528,151.0302252,3.57756333,12,0,0,1,25331
19529,119.9110718,0.016405039,19,0,0,1,40141
19530,143.4682937,4.229315087,16,0,0,1,27807
19531,140.0464546,1.44164805,13,0,0,1,36287
19532,190.4938459,7.685524297,11,0,0,1,23176
19533,160.0211603,9.182539872,17,0,0,1,15642
19534,141.9967868,0.003549517,18,0,0,1,40982
19535,140.7698821,0.029949039,13,0,0,1,41836
19536,105.7500307,0.012487985,12,0,0,1,41194
19537,183.8076398,-9.337717508,18,0,0,1,11144
19538,141.9196571,12.75135155,15,0,0,1,15141
19539,159.3790209,0.363628767,13,0,0,1,25354
19540,133.9931758,0.034887706,18,0,0,1,28638
19541,178.6777844,12.6949368,14,0,0,1,25339
19542,102.9996281,-0.003915859,15,0,0,1,28707
19543,179.2199792,13.31092315,10,0,0,1,17875
19544,114.6429323,0.597490338,9,0,0,1,19765
19545,105.8005918,0.833902064,11,0,0,1,14328
19546,110.6557697,1.233591052,15,0,0,1,36590
19547,159.0085955,0.025674528,16,0,0,1,25924
19548,176.9929961,-5.394370997,18,0,0,1,3428
19549,112.0911373,0.373507177,10,0,0,1,13984
19550,165.9814873,0.063884357,15,0,0,1,38356
19551,113.6622727,-2.29279036,11,0,0,1,25666
19552,103.4340549,9.689519658,11,0,0,1,13899
19553,110.2114888,-18.8484791,11,0,0,1,36828
19554,143.014733,-0.267773114,11,0,0,1,32500
19555,198.8709105,0.387181315,17,0,3,1,18951
19556,139.6555272,0.767247193,18,0,0,1,15141
19557,110.6617269,0.936858963,14,0,0,1,36590
19558,197.796835,6.275876628,10,0,3,1,22253
19559,159.9942891,0.652724247,13,0,0,1,37210
19560,128.4655572,0.006077915,17,0,0,1,41034
19561,182.7434021,-1.598054183,12,0,0,1,40990
19562,168.234793,11.15845932,9,0,0,1,15825
19563,179.7686073,0.013896836,18,0,0,1,32258
19564,158.5871706,15.39404563,12,0,0,1,20083
19565,104.4430631,8.45767325,16,0,0,1,10987
19566,149.7820425,2.335330316,11,0,0,1,25110
19567,172.8768862,14.50033113,9,0,0,1,11728
19568,168.4896213,1.962997672,18,0,0,1,15629
19569,103.4546628,0.003522276,18,0,0,1,41021
19570,166.0182925,0.050278334,11,0,0,1,38356
19571,105.5912146,11.60654432,18,0,0,1,26477
19572,147.7428079,6.658665872,15,0,0,1,24653
19573,133.999246,0.035735463,16,0,0,1,28638
19574,178.7138774,10.36400182,13,0,0,1,14160
19575,202.3323762,1.609878142,10,0,3,1,39173
19576,112.94027,-0.034372252,10,0,0,1,35812
19577,176.8278214,9.128035055,13,0,0,1,15487
19578,128.2059271,0.040640578,16,0,0,1,36744
19579,178.0376035,2.294376404,19,0,0,1,24674
19580,193.9759923,3.797668826,17,0,0,1,29233
19581,163.1657483,0.825371324,16,0,0,1,41838
19582,145.060617,-0.040540028,9,0,0,1,28937
19583,123.5103221,0.725961864,17,0,0,1,27554
19584,168.3943189,12.62520229,15,0,0,1,15561
19585,103.4646985,-0.016122733,16,0,0,1,41021
19586,122.2971015,1.002969336,12,0,0,1,26892
19587,139.2667699,12.84719273,10,0,0,1,13630
19588,121.9088957,7.130680916,14,0,0,1,26892
19589,130.1254289,-0.000642201,10,0,0,1,37234
19590,169.9879827,2.171795116,16,0,0,1,27951
19591,188.5184829,-3.839746868,17,0,0,1,39070
19592,155.0987761,9.900843676,10,0,0,1,22248
19593,143.9641403,0.034228895,12,0,0,1,33274
19594,177.9922862,3.005030984,15,0,0,1,24674
19595,169.8162714,1.33697328,13,0,0,1,27951
19596,131.8733128,0.014881027,9,0,0,1,38332
19597,100.2936211,3.936728088,17,0,0,1,5588
19598,160.049374,9.647610862,17,0,0,1,15642
19599,181.2961983,2.567179821,12,0,0,1,23915
19600,110.5661711,14.06338809,14,0,0,1,15181
19601,180.5989523,0.078891715,18,0,0,1,41894
19602,150.2611889,10.26446103,16,0,0,1,20918
19603,199.2411782,4.128904165,10,0,3,1,24880
19604,163.7106331,9.012392246,9,0,0,1,15873
19605,156.3442072,0.476975677,9,0,0,1,23200
19606,99.44929186,-0.155903775,18,0,0,1,41882
19607,185.9827321,-3.695987161,14,0,0,1,30798
19608,146.4922613,15.99390096,13,0,0,1,20370
19609,177.0177899,4.484624956,11,0,0,1,3428
19610,144.5599031,0.118691838,16,0,0,1,41586
19611,97.80725325,-7.278843768,10,0,0,1,23319
19612,104.1628243,-6.537595397,9,0,0,1,19621
19613,132.1776968,1.167032807,14,0,0,1,2650
19614,95.20570284,0.041464911,13,0,0,1,30794
19615,110.5602993,0.012058878,12,0,0,1,37677
19616,128.6348884,5.98858189,12,0,0,1,20771
19617,197.5633331,2.881504446,17,0,3,1,26720
19618,165.9595679,0.024863669,18,0,0,1,38356
19619,114.6615944,16.25809535,12,0,0,1,12635
19620,111.4280852,-0.454206661,12,0,0,1,26382
19621,115.506958,0.038801547,18,0,0,1,31800
19622,122.1885988,9.949902563,16,0,0,1,26892
19623,103.3275183,10.85718486,11,0,0,1,13899
19624,191.4147287,4.682071522,15,0,0,1,24846
19625,172.4084733,2.166674442,15,0,0,1,2652
19626,158.3862144,12.44604998,10,0,0,1,20110
19627,142.9013625,3.229668323,11,0,0,1,25086
19628,192.417489,3.93124633,12,0,0,1,24846
19629,120.5620294,11.36350953,14,0,0,1,9852
19630,113.8515587,-3.881552249,10,0,0,1,25666
19631,128.4714923,-0.005070442,15,0,0,1,41034
19632,116.1178822,0.025044384,16,0,0,1,25894
19633,122.0512191,0.776202612,12,0,0,1,28194
19634,105.3851992,10.76497432,12,0,0,1,14115
19635,111.8414031,8.763208833,11,0,0,1,16732
19636,105.2470752,4.469812745,12,0,0,1,14328
19637,129.690107,2.57565054,12,0,0,1,41469
19638,159.1892068,-4.456503495,9,0,0,1,29516
19639,131.965243,0.001044637,10,0,0,1,32767
19640,101.6259131,-5.181732226,11,0,0,1,28119
19641,112.6037732,12.75186366,18,0,0,1,13984
19642,176.3486716,2.75833817,17,0,0,1,25473
19643,117.2933874,8.090148402,12,0,0,1,4068
19644,200.0097104,-2.949988377,18,0,3,1,23589
19645,168.4968158,1.995787287,18,0,0,1,15629
19646,165.3903091,5.335350448,9,0,0,1,23656
19647,104.3282214,12.27575797,14,0,0,1,21824
19648,120.7359682,12.31961217,16,0,0,1,14899
19649,178.2750312,1.489769435,18,0,0,1,39729
19650,106.2426581,2.616783215,12,0,0,1,26101
19651,130.1266843,-0.000192127,10,0,0,1,37234
19652,180.220985,-7.3943224,17,0,0,1,7229
19653,144.5945736,1.09315121,13,0,0,1,41586
19654,103.4910594,11.5793264,12,0,0,1,10987
19655,125.0744329,0.016595221,14,0,0,1,37150
19656,150.0402585,6.066387747,18,0,0,1,25331
19657,179.9693918,-0.000962823,18,0,0,1,37834
19658,202.9948613,2.972530205,17,0,3,1,23686
19659,197.5406669,3.554601502,15,0,3,1,19931
19660,177.0212339,-5.46347514,18,0,0,1,3428
19661,99.46691273,3.134237015,11,0,0,1,17181
19662,98.5410477,0.148243096,15,0,0,1,40369
19663,179.7684451,1.928804727,15,0,0,1,17875
19664,183.2805677,-2.015889927,17,0,0,1,38093
19665,150.1898022,8.184379365,18,0,0,1,25110
19666,122.0347892,4.160790145,13,0,0,1,26892
19667,130.5801963,3.322283434,17,0,0,1,25937
19668,182.9721907,-1.828941533,13,0,0,1,40990
19669,176.3748005,6.047445682,10,0,0,1,20402
19670,112.4695567,0.106604256,9,0,0,1,18331
19671,96.85115097,3.056582115,17,0,0,1,24769
19672,107.5929443,6.278412902,18,0,0,1,14115
19673,108.0664506,0.002988142,14,0,0,1,25880
19674,194.0714469,7.01156995,15,0,3,1,29233
19675,123.8415932,9.334621748,9,0,0,1,36828
19676,154.7826365,2.404478694,18,0,0,1,14786
19677,110.0791575,-0.015512674,10,0,0,1,26559
19678,144.6922617,0.022425908,17,0,0,1,41794
19679,156.3685667,11.19466868,16,0,0,1,17706
19680,109.9016179,0.085487689,13,0,0,1,37207
19681,143.5219086,1.94483711,11,0,0,1,20945
19682,98.47790726,-4.710348409,9,0,0,1,24769
19683,115.2486706,8.689245571,17,0,0,1,27780
19684,184.3582602,16.24660808,10,0,0,1,21641
19685,138.9951836,-1.528455284,9,0,0,1,25134
19686,160.7625389,9.897966841,16,0,0,1,23413
19687,149.873335,5.190090852,16,0,0,1,25067
19688,140.7756423,0.007787805,9,0,0,1,41836
19689,127.9996531,0.021315396,16,0,0,1,29272
19690,167.7320211,2.068237853,14,0,0,1,6974
19691,98.55284447,3.026433506,19,0,0,1,32404
19692,187.1888921,-11.93858232,19,0,0,1,8774
19693,136.8743632,3.477298513,11,0,0,1,34714
19694,186.8759459,-0.120108869,17,0,0,1,21129
19695,145.0438975,-0.009823573,12,0,0,1,28937
19696,162.030551,0.031167662,14,0,0,1,41729
19697,180.9642505,7.167052961,10,0,0,1,7229
19698,103.7185073,6.4460258,19,0,0,1,13899
19699,125.0837972,0.006610085,16,0,0,1,37150
19700,177.995245,3.075685739,15,0,0,1,24674
19701,178.8903074,14.57483569,11,0,0,1,14160
19702,99.81442056,-9.572000441,9,0,0,1,26939
19703,179.233095,16.69026076,11,0,0,1,19090
19704,114.8188538,13.79956407,14,0,0,1,13056
19705,148.1232347,-0.980382033,10,0,0,1,24653
19706,111.1823792,14.24669004,15,0,0,1,15181
19707,174.852088,0.156910406,13,0,0,1,24700
19708,177.0066534,4.318102748,11,0,0,1,3428
19709,149.714713,3.189461876,11,0,0,1,25110
19710,128.5110776,-52.22156161,17,-1,0,1,36828
19711,176.8696151,0.022751943,10,0,0,1,37737
19712,124.6889009,-23.45961881,9,-1,0,1,37158
19713,97.41994277,-3.654806133,11,0,0,1,23319
19714,184.7070524,3.929509502,15,0,0,1,37751
19715,150.0434112,13.94211917,13,0,0,1,18350
19716,184.1802804,3.939070662,14,0,0,1,37751
19717,169.3132636,-1.130824514,9,0,0,1,37751
19718,161.6892437,11.07331294,15,0,0,1,20110
19719,152.080061,0.050998678,15,0,0,1,39256
19720,129.8746819,-0.037623377,10,0,0,1,37804
19721,149.5565983,9.206594936,9,0,0,1,19076
19722,197.7044105,7.523335439,11,0,3,1,22253
19723,108.1909471,-7.91E-05,9,0,0,1,26554
19724,155.0529347,0.017001115,12,0,0,1,40892
19725,97.22342545,-1.306784318,9,0,0,1,15963
19726,108.3649363,-50.45472086,11,-1,0,1,41434
19727,179.7757512,0.027794031,10,0,0,1,32258
19728,197.830806,-12.14446567,17,0,3,1,11684
19729,168.2522828,8.906770032,16,0,0,1,15561
19730,172.8839893,14.49036198,9,0,0,1,11728
19731,185.7255873,4.383490297,16,0,0,1,27566
19732,128.2080456,0.034277532,14,0,0,1,36744
19733,152.1538794,1.776525626,12,0,0,1,39256
19734,104.01301,12.67966765,15,0,0,1,14086
19735,128.1878036,1.958962938,19,0,0,1,15057
19736,112.0044429,10.39001388,17,0,0,1,15181
19737,168.0265648,-3.701620365,15,0,0,1,30798
19738,170.0268265,10.67097221,15,0,0,1,15825
19739,192.0009691,-2.096814799,14,0,0,1,40989
19740,135.9961375,0.289642578,13,0,0,1,41548
19741,99.57979218,0.125995015,13,0,0,1,26939
19742,180.0367265,8.813752686,13,0,0,1,17875
19743,185.7776114,-3.696156203,14,0,0,1,30798
19744,100.3952051,4.496920269,13,0,0,1,23683
19745,99.43630208,0.07428629,16,0,0,1,41882
19746,98.0199842,0.022784974,17,0,0,1,39157
19747,111.7753912,0.30559903,15,0,0,1,38049
19748,144.8981385,2.98524607,16,0,0,1,10981
19749,159.5472665,-0.476257308,10,0,0,1,25354
19750,124.0069525,0.032621924,17,0,0,1,38331
19751,117.061766,9.467766846,11,0,0,1,15581
19752,165.1188958,9.585104002,10,0,0,1,23656
19753,189.6552645,14.32776583,10,0,0,1,8774
19754,144.5970079,1.153678503,13,0,0,1,41586
19755,136.4588582,2.725975292,12,0,0,1,24209
19756,172.4235187,-5.488548315,19,0,0,1,19090
19757,113.0606986,0.002211559,11,0,0,1,29349
19758,179.7704087,0.024229031,17,0,0,1,32258
19759,203.8861646,-9.5954027,17,0,3,1,39169
19760,168.397545,11.32676678,15,0,0,1,15561
19761,137.7107126,10.44937435,14,0,0,1,26372
19762,98.02043582,0.022293834,17,0,0,1,39157
19763,103.3606204,10.4157967,11,0,0,1,10987
19764,166.5112588,8.432442179,17,0,0,1,23656
19765,126.7607589,0.492862586,15,0,0,1,38072
19766,144.5954884,1.116023904,13,0,0,1,41586
19767,195.7407838,-4.7791808,17,0,3,1,19931
19768,184.7840002,3.709821887,16,0,0,1,37751
19769,104.2399951,0.757952394,9,0,0,1,40367
19770,155.8032966,7.490436458,17,0,0,1,17611
19771,116.1269235,-0.021131696,11,0,0,1,25894
19772,199.8006708,5.098845743,14,0,3,1,36359
19773,145.4826996,5.804208659,17,0,0,1,27441
19774,103.6762251,-3.496938282,10,0,0,1,19621
19775,177.173623,5.598528831,14,0,0,1,15487
19776,160.9106836,10.13027663,14,0,0,1,23413
19777,184.1527719,-2.086803546,16,0,0,1,40990
19778,113.7007463,11.24599837,19,0,0,1,20946
19779,198.957707,4.810258689,12,0,3,1,36359
19780,185.4634343,9.366054359,15,0,0,1,21641
19781,181.9543727,7.815876737,14,0,0,1,10975
19782,186.3194066,-3.23496054,17,0,0,1,18446
19783,172.6475877,-0.088070042,9,0,0,1,37751
19784,151.2677213,2.31906529,9,0,0,1,20918
19785,119.5105656,0.011032635,11,0,0,1,28786
19786,179.5798162,0.043520777,14,0,0,1,40882
19787,134.0025759,0.034038689,15,0,0,1,28638
19788,169.7711526,9.017838726,12,0,0,1,6974
19789,98.53558872,4.064313622,16,0,0,1,32404
19790,128.2080352,0.034332908,14,0,0,1,36744
19791,155.3895728,9.365794476,14,0,0,1,23200
19792,126.4909982,0.977775226,16,0,0,1,38072
19793,136.0121338,-0.039629339,12,0,0,1,27399
19794,198.9582966,5.124236965,13,0,3,1,15219
19795,159.0153346,0.034465483,14,0,0,1,25924
19796,107.2462297,11.74535124,16,0,0,1,14115
19797,173.8344645,-8.434831828,18,0,0,1,10855
19798,135.9759853,0.283718554,13,0,0,1,41548
19799,157.0068081,0.051198841,11,0,0,1,24916
19800,194.7481886,7.607116524,15,0,3,1,25896
19801,112.9433516,0.009618986,13,0,0,1,35812
19802,202.5558835,-4.28064865,18,0,3,1,23013
19803,126.297215,1.467206593,17,0,0,1,26724
19804,176.184207,2.577803576,18,0,0,1,25473
19805,178.0265309,1.502122474,12,0,0,1,24674
19806,173.2427237,-3.01207629,18,0,0,1,19090
19807,186.9151133,-8.13542235,18,0,0,1,39169
19808,108.0679144,-0.008071905,12,0,0,1,25880
19809,103.2641269,-0.294014842,14,0,0,1,28082
19810,132.0644758,0.028936279,13,0,0,1,29045
19811,183.7746032,-9.775752377,17,0,0,1,12003
19812,177.2318114,2.461042676,14,0,0,1,39729
19813,98.32152842,-0.027468954,11,0,0,1,38352
19814,97.68198667,-1.053193996,13,0,0,1,24769
19815,130.5976702,7.674631482,10,0,0,1,18328
19816,139.8304095,0.022873445,9,0,0,1,39613
19817,158.1099976,3.742558264,15,0,0,1,25404
19818,136.0996378,-3.303402435,9,0,0,1,27461
19819,108.28708,-0.038448493,11,0,0,1,34941
19820,198.2053297,4.182056202,17,0,3,1,24880
19821,144.0845728,-1.748278991,10,0,0,1,27807
19822,192.1444433,8.803120086,9,0,0,1,22028
19823,189.8811842,-8.39360474,18,0,0,1,39169
19824,151.9203363,-0.748445203,9,0,0,1,25331
19825,161.9833178,0.030612927,13,0,0,1,26095
19826,154.3069613,4.672344789,18,0,0,1,32387
19827,115.5276568,0.032616595,16,0,0,1,31800
19828,178.3914983,1.380671931,18,0,0,1,39729
19829,170.0411573,8.558532108,17,0,0,1,22984
19830,95.16986496,0.087667364,17,0,0,1,30794
19831,180.4812351,1.756020029,18,0,0,1,25611
19832,181.5015708,7.787730012,16,0,0,1,25611
19833,179.9745116,0.024607687,16,0,0,1,37834
19834,190.5654855,3.015281578,18,0,0,1,24846
19835,155.3582951,7.337058768,18,0,0,1,23200
19836,151.9972691,0.014816773,14,0,0,1,32252
19837,143.4921042,2.735666013,15,0,0,1,28628
19838,139.4594898,13.30760048,16,0,0,1,22883
19839,187.0845437,1.597089629,17,0,0,1,21129
19840,195.4610721,0.715581521,15,0,3,1,11153
19841,118.8175385,-0.470450639,18,0,0,1,24700
19842,172.7852411,11.98868259,12,0,0,1,11728
19843,191.8557803,-1.803219362,12,0,0,1,40989
19844,168.9598659,-0.002773683,18,0,0,1,25371
19845,148.2630057,-2.921426487,9,0,0,1,24653
19846,147.0098192,0.532972619,17,0,0,1,6437
19847,177.7832252,-8.528357332,18,0,0,1,15487
19848,151.5805268,-0.186913331,15,0,0,1,24700
19849,108.1970888,0.025792003,13,0,0,1,26554
19850,124.3712446,3.530545217,18,0,0,1,12850
19851,96.97141034,-4.180473365,11,0,0,1,23537
19852,102.996006,0.010400186,17,0,0,1,28707
19853,98.3352714,-0.030052978,13,0,0,1,38352
19854,136.1065771,0.016922346,12,0,0,1,41903
19855,199.5961594,4.747953332,16,0,3,1,21894
19856,179.5737631,0.045927405,11,0,0,1,40882
19857,193.9164235,-7.009111425,18,0,3,1,20391
19858,131.0529588,6.509663292,12,0,0,1,23717
19859,116.003876,0.029616052,15,0,0,1,37265
19860,101.5134894,-6.784557513,10,0,0,1,23683
19861,178.0994571,1.080936429,11,0,0,1,25473
19862,177.3233491,-0.006273718,16,0,0,1,15487
19863,166.5682815,12.0065462,15,0,0,1,23656
19864,162.0128852,-0.036946858,9,0,0,1,26095
19865,191.3327446,4.621868575,15,0,0,1,24846
19866,155.1162303,11.76124306,16,0,0,1,22248
19867,180.7846252,3.660457981,12,0,0,1,7229
19868,158.8761508,0.667911005,11,0,0,1,25404
19869,143.49416,2.414933095,16,0,0,1,28628
19870,152.0349771,0.018707042,10,0,0,1,32252
19871,129.8759822,-0.038362915,11,0,0,1,37804
19872,119.5130306,0.003401244,10,0,0,1,28786
19873,109.8633024,-0.155948549,13,0,0,1,41106
19874,112.0887198,1.200802849,15,0,0,1,2655
19875,156.2279315,-1.881573277,9,0,0,1,23636
19876,166.5925715,11.4995433,16,0,0,1,23656
19877,196.3287338,-5.884719874,18,0,3,1,15235
19878,116.0006674,0.033012705,15,0,0,1,37265
19879,115.0576306,7.866648239,17,0,0,1,13056
19880,154.1952541,4.309727755,19,0,0,1,32387
19881,145.0031762,0.037535441,16,0,0,1,28937
19882,125.0946685,-0.007200106,18,0,0,1,37150
19883,106.52363,-0.643188925,11,0,0,1,26101
19884,175.0339045,0.014182794,9,0,0,1,40746
19885,173.3265743,9.988299596,10,0,0,1,23880
19886,186.1788573,13.95524338,10,0,0,1,21129
19887,132.2613145,-3.183823136,9,0,0,1,23717
19888,182.4979928,0.788348414,14,0,0,1,33519
19889,182.9179983,0.02353644,15,0,0,1,38978
19890,150.994026,3.95919699,10,0,0,1,20918
19891,163.0748738,-0.478912155,9,0,0,1,41838
19892,188.8829781,4.404739748,11,0,0,1,39070
19893,178.8545881,13.68651749,10,0,0,1,17875
19894,152.0677071,-0.213877868,15,0,0,1,39256
19895,156.6199194,11.59513265,16,0,0,1,14786
19896,168.5814178,1.503474578,12,0,0,1,2652
19897,188.1343859,-3.510606176,16,0,0,1,8774
19898,164.0303797,0.051593837,9,0,0,1,40146
19899,135.9609535,0.133605348,18,0,0,1,27399
19900,153.6598509,6.610724709,13,0,0,1,23768
19901,128.3935687,-1.253689247,9,0,0,1,38072
19902,143.2725518,3.689233516,11,0,0,1,20945
19903,140.1909691,0.109152708,9,0,0,1,3284
19904,101.3776136,3.179282123,10,0,0,1,41725
19905,104.9831557,0.996967062,18,0,0,1,26107
19906,140.7682097,0.031109196,14,0,0,1,41836
19907,96.97344328,-4.197179124,11,0,0,1,23537
19908,135.8184871,3.778049973,17,0,0,1,9009
19909,118.0776519,-0.01206821,11,0,0,1,28902
19910,192.2647898,-1.965128393,16,0,0,1,40989
19911,111.0513954,3.369294666,13,0,0,1,26382
